"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"AIM56711","569","Human","HA","H1N1","USA","N","2014/03/11","Influenza A virus (A/New York/WC-LVD-14-052/2014(H1N1))","","","","","","c"
"AIM56755","566","Human","HA","H1N1","USA","N","2014/03/27","Influenza A virus (A/New York/WC-LVD-14-056/2014(H1N1))","","","","","","c"
"AIM56777","566","Human","HA","H1N1","USA","N","2014/03/28","Influenza A virus (A/New York/WC-LVD-14-058/2014(H1N1))","","","","","","c"
"AEM63497","566","Human","HA","H1N1","India","T","2010/01/13","Influenza A virus (A/Ngp/NIV22704/2010(H1N1))","","","","","","c"
"AJI80485","566","Human","HA","H1N1","Nicaragua","T","2013/06/14","Influenza A virus (A/Nicaragua/30075_01_TR1/2013(H1N1))","","","","","","c"
"AJI80507","566","Human","HA","H1N1","Nicaragua","T","2013/06/21","Influenza A virus (A/Nicaragua/30081_01_TR1/2013(H1N1))","","","","","","c"
"AJI80326","566","Human","HA","H1N1","Nicaragua","T","2013/07/12","Influenza A virus (A/Nicaragua/30165_01_TR4/2013(H1N1))","","","","","","c"
"AJI80337","566","Human","HA","H1N1","Nicaragua","T","2013/07/12","Influenza A virus (A/Nicaragua/30238_01_TR2/2013(H1N1))","","","","","","c"
"AIL94550","566","Human","HA","H1N1","Nicaragua","T","2013/06/13","Influenza A virus (A/Nicaragua/3193_01/2013(H1N1))","","","","","","c"
"AIL94652","566","Human","HA","H1N1","Nicaragua","T","2013/06/24","Influenza A virus (A/Nicaragua/5612_05/2013(H1N1))","","","","","","c"
"AIL94584","566","Human","HA","H1N1","Nicaragua","T","2013/03/30","Influenza A virus (A/Nicaragua/6184_13/2013(H1N1))","","","","","","c"
"AIL94058","566","Human","HA","H1N1","Nicaragua","T","2013/08/02","Influenza A virus (A/Nicaragua/6200_05/2013(H1N1))","","","","","","c"
"AIL94573","566","Human","HA","H1N1","Nicaragua","T","2013/06/11","Influenza A virus (A/Nicaragua/6471_06/2013(H1N1))","","","","","","c"
"AIL93634","566","Human","HA","H1N1","Nicaragua","T","2013/07/06","Influenza A virus (A/Nicaragua/6520_07/2013(H1N1))","","","","","","c"
"AIL94595","566","Human","HA","H1N1","Nicaragua","T","2013/06/16","Influenza A virus (A/Nicaragua/6651_06/2013(H1N1))","","","","","","c"
"AIL94493","566","Human","HA","H1N1","Nicaragua","T","2013/07/09","Influenza A virus (A/Nicaragua/6863_05/2013(H1N1))","","","","","","c"
"AIL93847","566","Human","HA","H1N1","Nicaragua","T","2013/08/17","Influenza A virus (A/Nicaragua/7301_06/2013(H1N1))","","","","","","c"
"AIL93906","566","Human","HA","H1N1","Nicaragua","T","2013/08/09","Influenza A virus (A/Nicaragua/7302_09/2013(H1N1))","","","","","","c"
"AIL94789","566","Human","HA","H1N1","Nicaragua","T","2013/03/15","Influenza A virus (A/Nicaragua/7304_02/2013(H1N1))","","","","","","c"
"AIL94754","566","Human","HA","H1N1","Nicaragua","T","2013/07/03","Influenza A virus (A/Nicaragua/7476_09/2013(H1N1))","","","","","","c"
"AHZ35800","566","Human","HA","H1N1","Nicaragua","T","2011/10/05","Influenza A virus (A/Nicaragua/AGA2-24/2011(H1N1))","","","","","","c"
"AHZ35913","569","Human","HA","H1N1","Nicaragua","T","2011/10/15","Influenza A virus (A/Nicaragua/AGA2-36/2011(H1N1))","","","","","","c"
"AHZ35935","566","Human","HA","H1N1","Nicaragua","T","2011/10/18","Influenza A virus (A/Nicaragua/AGA2-39/2011(H1N1))","","","","","","c"
"AHZ35969","566","Human","HA","H1N1","Nicaragua","T","2011/10/20","Influenza A virus (A/Nicaragua/AGA2-42/2011(H1N1))","","","","","","c"
"AHZ36158","566","Human","HA","H1N1","Nicaragua","T","2011/10/30","Influenza A virus (A/Nicaragua/AGA2-60/2011(H1N1))","","","","","","c"
"AHZ36180","566","Human","HA","H1N1","Nicaragua","T","2011/11/02","Influenza A virus (A/Nicaragua/AGA2-62/2011(H1N1))","","","","","","c"
"AHZ36260","566","Human","HA","H1N1","Nicaragua","T","2011/11/11","Influenza A virus (A/Nicaragua/AGA2-70/2011(H1N1))","","","","","","c"
"AHZ36306","566","Human","HA","H1N1","Nicaragua","T","2011/11/29","Influenza A virus (A/Nicaragua/AGA2-77/2011(H1N1))","","","","","","c"
"AHZ36339","566","Human","HA","H1N1","Nicaragua","T","2011/12/15","Influenza A virus (A/Nicaragua/AGA2-80/2011(H1N1))","","","","","","c"
"AHZ36362","566","Human","HA","H1N1","Nicaragua","T","2011/12/27","Influenza A virus (A/Nicaragua/AGA2-83/2011(H1N1))","","","","","","c"
"AHH25228","566","Human","HA","H1N1","Nigeria","T","2010/02/04","Influenza A virus (A/Nigeria/1506/2010(H1N1))","","","","","","nc"
"AHH25230","566","Human","HA","H1N1","Nigeria","T","2011/04/06","Influenza A virus (A/Nigeria/4280/2011(H1N1))","","","","","","nc"
"AHH25242","566","Human","HA","H1N1","Nigeria","T","2012/10/17","Influenza A virus (A/Nigeria/7781/2012(H1N1))","","","","","","nc"
"BAQ58425","566","Human","HA","H1N1","Japan","N","2014/01/28","Influenza A virus (A/Niigata/13F003/2014(H1N1))","","","","","","c"
"BAQ58363","566","Human","HA","H1N1","Japan","N","2014/03/13","Influenza A virus (A/Niigata/13NU018/2014(H1N1))","","","","","","c"
"AIW63608","566","Human","HA","H1N1","China","N","2012/12/24","Influenza A virus (A/NingDe/SWL1427/2012(H1N1))","","","","","","c"
"AEJ83842","566","Human","HA","H1N1","Russia","N","2011/01/23","Influenza A virus (A/Nizhnii Novgorod/CRIE-BGF/2011(H1N1))","","","","","","c"
"AEQ33572","566","Human","HA","H1N1","Russia","N","2011/01/26","Influenza A virus (A/Nizhnii Novgorod/CRIE-BLM/2011(H1N1))","","","","","","c"
"AEQ33533","566","Human","HA","H1N1","Russia","N","2011/01/24","Influenza A virus (A/Nizhnii Novgorod/CRIE-KDA/2011(H1N1))","","","","","","c"
"AEJ83849","566","Human","HA","H1N1","Russia","N","2011/01/26","Influenza A virus (A/Nizhnii Novgorod/CRIE-LAN/2011(H1N1))","","","","","","c"
"AEJ83847","566","Human","HA","H1N1","Russia","N","2011/01/24","Influenza A virus (A/Nizhnii Novgorod/CRIE-LAV/2011(H1N1))","","","","","","c"
"AEJ83841","566","Human","HA","H1N1","Russia","N","2011/01/23","Influenza A virus (A/Nizhnii Novgorod/CRIE-UBA/2011(H1N1))","","","","","","c"
"AGI54942","566","Human","HA","H1N1","USA","N","2010/01/12","Influenza A virus (A/North Carolina/01/2010(H1N1))","","","","","","c"
"AIM39740","566","Human","HA","H1N1","USA","N","2014/01/03","Influenza A virus (A/North Carolina/01/2014(H1N1))","","","","","","c"
"AGI53221","566","Human","HA","H1N1","USA","N","2010/01/09","Influenza A virus (A/North Carolina/02/2010(H1N1))","","","","","","c"
"AGI52837","566","Human","HA","H1N1","USA","N","2010/01/20","Influenza A virus (A/North Carolina/03/2010(H1N1))","","","","","","c"
"AGK72655","566","Human","HA","H1N1","USA","N","2011/01/18","Influenza A virus (A/North Carolina/03/2011(H1N1))","","","","","","c"
"AGI52912","566","Human","HA","H1N1","USA","N","2010/02/02","Influenza A virus (A/North Carolina/04/2010(H1N1))","","","","","","c"
"AGL04968","566","Human","HA","H1N1","USA","N","2012/01/23","Influenza A virus (A/North Carolina/04/2012(H1N1))","","","","","","c"
"AKT08289","566","Human","HA","H1N1","USA","N","2014/02/16","Influenza A virus (A/North Carolina/04/2014(H1N1))","","","","","","c"
"AMB71970","566","Human","HA","H1N1","USA","N","2014/02/16","Influenza A virus (A/North Carolina/04/2014(H1N1))","","","","","","c"
"AMB72097","566","Human","HA","H1N1","USA","N","2014/02/16","Influenza A virus (A/North Carolina/04/2014(H1N1))","","","","","","c"
"AGI52874","566","Human","HA","H1N1","USA","N","2010/02/24","Influenza A virus (A/North Carolina/05/2010(H1N1))","","","","","","c"
"AIM39800","566","Human","HA","H1N1","USA","N","2014/02/01","Influenza A virus (A/North Carolina/05/2014(H1N1))","","","","","","c"
"AGK72550","566","Human","HA","H1N1","USA","N","2011/01/20","Influenza A virus (A/North Carolina/06/2011(H1N1))","","","","","","c"
"AIM39804","566","Human","HA","H1N1","USA","N","2014/02/10","Influenza A virus (A/North Carolina/06/2014(H1N1))","","","","","","c"
"AGV29130","566","Human","HA","H1N1","USA","N","2013/04/09","Influenza A virus (A/North Carolina/07/2013(H1N1))","","","","","","c"
"AGK72567","566","Human","HA","H1N1","USA","N","2011/03/01","Influenza A virus (A/North Carolina/08/2011(H1N1))","","","","","","c"
"AGV28977","566","Human","HA","H1N1","USA","N","2013/07/24","Influenza A virus (A/North Carolina/08/2013(H1N1))","","","","","","c"
"ANM87303","566","Human","HA","H1N1","USA","N","2016/01/19","Influenza A virus (A/North Carolina/08/2016(H1N1))","","","","","","c"
"AGK72563","566","Human","HA","H1N1","USA","N","2011/01/20","Influenza A virus (A/North Carolina/09/2011(H1N1))","","","","","","c"
"AGL04913","566","Human","HA","H1N1","USA","N","2012/03/01","Influenza A virus (A/North Carolina/09/2012(H1N1))","","","","","","c"
"AHG26988","566","Human","HA","H1N1","USA","N","2013/08/27","Influenza A virus (A/North Carolina/09/2013(H1N1))","","","","","","c"
"AIM39832","566","Human","HA","H1N1","USA","N","2014/01/09","Influenza A virus (A/North Carolina/09/2014(H1N1))","","","","","","c"
"ARH16331","566","Human","HA","H1N1","USA","N","2017/02/05","Influenza A virus (A/North Carolina/10/2017(H1N1))","","","","","","c"
"ARH16365","566","Human","HA","H1N1","USA","N","2017/02/09","Influenza A virus (A/North Carolina/11/2017(H1N1))","","","","","","c"
"AGK73510","566","Human","HA","H1N1","USA","N","2011/01/31","Influenza A virus (A/North Carolina/13/2011(H1N1))","","","","","","c"
"ARH16966","566","Human","HA","H1N1","USA","N","2017/02/09","Influenza A virus (A/North Carolina/13/2017(H1N1))","","","","","","c"
"AGK73075","566","Human","HA","H1N1","USA","N","2010/11/22","Influenza A virus (A/North Carolina/14/2010(H1N1))","","","","","","c"
"AGL04575","566","Human","HA","H1N1","USA","N","2012/03/28","Influenza A virus (A/North Carolina/16/2012(H1N1))","","","","","","c"
"AGL04658","566","Human","HA","H1N1","USA","N","2012/04/26","Influenza A virus (A/North Carolina/18/2012(H1N1))","","","","","","c"
"AKT08569","566","Human","HA","H1N1","USA","N","2013/12/17","Influenza A virus (A/North Carolina/20/2013(H1N1))","","","","","","c"
"AKT08484","566","Human","HA","H1N1","USA","N","2013/11/30","Influenza A virus (A/North Carolina/21/2013(H1N1))","","","","","","c"
"ARH17512","566","Human","HA","H1N1","USA","N","2017/03/13","Influenza A virus (A/North Carolina/21/2017(H1N1))","","","","","","c"
"AIM39744","566","Human","HA","H1N1","USA","N","2013/12/23","Influenza A virus (A/North Carolina/23/2013(H1N1))","","","","","","c"
"AGV28989","566","Human","HA","H1N1","USA","N","2012/12/27","Influenza A virus (A/North Carolina/29/2012(H1N1))","","","","","","c"
"AHG96333","566","Human","HA","H1N1","USA","N","2013/12/05","Influenza A virus (A/North Carolina/3498/2013(H1N1))","","","","","","c"
"AHV83873","566","Human","HA","H1N1","USA","N","2013/12/30","Influenza A virus (A/North Carolina/3632/2013(H1N1))","","","","","","c"
"ANM94858","566","Human","HA","H1N1","USA","N","2016/04/05","Influenza A virus (A/North Carolina/43/2016(H1N1))","","","","","","c"
"APR73861","566","Human","HA","H1N1","USA","N","2016/03/11","Influenza A virus (A/North Carolina/5474/2016(H1N1))","","","","","","c"
"APR73862","566","Human","HA","H1N1","USA","N","2016/03/23","Influenza A virus (A/North Carolina/5475/2016(H1N1))","","","","","","c"
"AGL04501","566","Human","HA","H1N1","USA","N","2012/02/26","Influenza A virus (A/North Dakota/01/2012(H1N1))","","","","","","c"
"ALH26362","566","Human","HA","H1N1","USA","N","2015/01/08","Influenza A virus (A/North Dakota/01/2015(H1N1))","","","","","","c"
"ANE27701","566","Human","HA","H1N1","USA","N","2016/01/04","Influenza A virus (A/North Dakota/01/2016(H1N1))","","","","","","c"
"AQS20129","566","Human","HA","H1N1","USA","N","2017/01/11","Influenza A virus (A/North Dakota/01/2017(H1N1))","","","","","","c"
"ANE28909","566","Human","HA","H1N1","USA","N","2016/01/19","Influenza A virus (A/North Dakota/03/2016(H1N1))","","","","","","c"
"ANE29553","566","Human","HA","H1N1","USA","N","2016/02/05","Influenza A virus (A/North Dakota/08/2016(H1N1))","","","","","","c"
"ARO43186","566","Human","HA","H1N1","USA","N","2017/03/19","Influenza A virus (A/North Dakota/15/2017(H1N1))","","","","","","c"
"AOZ86340","566","Human","HA","H1N1","USA","N","2016/02/13","Influenza A virus (A/North Dakota/16/2016(H1N1))","","","","","","c"
"ANM88753","566","Human","HA","H1N1","USA","N","2016/02/12","Influenza A virus (A/North Dakota/17/2016(H1N1))","","","","","","c"
"ANM91987","566","Human","HA","H1N1","USA","N","2016/03/07","Influenza A virus (A/North Dakota/22/2016(H1N1))","","","","","","c"
"AEL89481","566","Human","HA","H1N1","Australia","S","2010/08/17","Influenza A virus (A/North Fitzroy/INS464/2010(H1N1))","","","","","","c"
"AEL89551","566","Human","HA","H1N1","Australia","S","2010/08/30","Influenza A virus (A/North Fitzroy/INS473/2010(H1N1))","","","","","","c"
"AEL89561","566","Human","HA","H1N1","Australia","S","2010/08/31","Influenza A virus (A/North Fitzroy/INS474/2010(H1N1))","","","","","","c"
"AEL89581","566","Human","HA","H1N1","Australia","S","2010/09/01","Influenza A virus (A/North Fitzroy/INS476/2010(H1N1))","","","","","","c"
"AEL94870","566","Human","HA","H1N1","Australia","S","2010/09/01","Influenza A virus (A/North Fitzroy/INS529/2010(H1N1))","","","","","","c"
"AFU09520","566","Human","HA","H1N1","United Kingdom","N","2010/10/24","Influenza A virus (A/Northern Ireland/04380108/2010(H1N1))","","","","","","c"
"AFU09150","566","Human","HA","H1N1","United Kingdom","N","2010/12/16","Influenza A virus (A/Northern Ireland/05180459/2010(H1N1))","","","","","","c"
"AFU09140","566","Human","HA","H1N1","United Kingdom","N","2010/12/14","Influenza A virus (A/Northern Ireland/3/2010(H1N1))","","","","","","c"
"AEI87754","566","Human","HA","H1N1","Russia","N","2011/03","Influenza A virus (A/Novosibirsk/01/2011(H1N1))","","","","","","c"
"AEW22714","566","Human","HA","H1N1","Russia","N","2011/03/11","Influenza A virus (A/Novosibirsk/105d/2011(H1N1))","","","","","","c"
"AEW22716","566","Human","HA","H1N1","Russia","N","2011/01/31","Influenza A virus (A/Novosibirsk/24k/2011(H1N1))","","","","","","c"
"AEW22718","566","Human","HA","H1N1","Russia","N","2011/02/02","Influenza A virus (A/Novosibirsk/53k/2011(H1N1))","","","","","","c"
"AEW22712","566","Human","HA","H1N1","Russia","N","2011/03/11","Influenza A virus (A/Novosibirsk/89d/2011(H1N1))","","","","","","c"
"AEV76874","566","Human","HA","H1N1","Russia","N","2011/02/03","Influenza A virus (A/Novosibirsk/KSH/2011(H1N1))","","","","","","c"
"AGV29008","566","Human","HA","H1N1","USA","N","2013/01/08","Influenza A virus (A/Ohio/02/2013(H1N1))","","","","","","c"
"ANM90447","566","Human","HA","H1N1","USA","N","2016/01/30","Influenza A virus (A/Ohio/03/2016(H1N1))","","","","","","c"
"AGK73260","566","Human","HA","H1N1","USA","N","2011/02/01","Influenza A virus (A/Ohio/04/2011(H1N1))","","","","","","c"
"ARH16546","566","Human","HA","H1N1","USA","N","2017/02/10","Influenza A virus (A/Ohio/07/2017(H1N1))","","","","","","c"
"ARO42399","566","Human","HA","H1N1","USA","N","2017/02/10","Influenza A virus (A/Ohio/07/2017(H1N1))","","","","","","c"
"AIM39526","566","Human","HA","H1N1","USA","N","2013/12/02","Influenza A virus (A/Ohio/08/2013(H1N1))","","","","","","c"
"ANM88808","566","Human","HA","H1N1","USA","N","2016/02/19","Influenza A virus (A/Ohio/09/2016(H1N1))","","","","","","c"
"ANM92372","566","Human","HA","H1N1","USA","N","2016/03/17","Influenza A virus (A/Ohio/14/2016(H1N1))","","","","","","c"
"ANM92383","566","Human","HA","H1N1","USA","N","2016/03/17","Influenza A virus (A/Ohio/15/2016(H1N1))","","","","","","c"
"AHV83877","566","Human","HA","H1N1","USA","N","2014/01/14","Influenza A virus (A/Ohio/3636/2014(H1N1))","","","","","","c"
"AIC73834","566","Human","HA","H1N1","USA","N","2014/02/07","Influenza A virus (A/Ohio/3802/2014(H1N1))","","","","","","c"
"AIC73835","566","Human","HA","H1N1","USA","N","2014/03/26","Influenza A virus (A/Ohio/3803/2014(H1N1))","","","","","","c"
"APF45847","566","Human","HA","H1N1","USA","N","2016/01/19","Influenza A virus (A/Ohio/4936/2016(H1N1))","","","","","","c"
"APF46489","566","Human","HA","H1N1","USA","N","2016/02/19","Influenza A virus (A/Ohio/5084/2016(H1N1))","","","","","","c"
"APG55982","566","Human","HA","H1N1","USA","N","2016/03/02","Influenza A virus (A/Ohio/5148/2016(H1N1))","","","","","","c"
"APG56065","566","Human","HA","H1N1","USA","N","2016/03/02","Influenza A virus (A/Ohio/5231/2016(H1N1))","","","","","","c"
"APG56066","566","Human","HA","H1N1","USA","N","2016/03/10","Influenza A virus (A/Ohio/5232/2016(H1N1))","","","","","","c"
"APR73864","566","Human","HA","H1N1","USA","N","2016/03/04","Influenza A virus (A/Ohio/5477/2016(H1N1))","","","","","","c"
"AGK73088","566","Human","HA","H1N1","USA","N","2010/09/25","Influenza A virus (A/Oklahoma/01/2010(H1N1))","","","","","","c"
"AGK72415","566","Human","HA","H1N1","USA","N","2011/01/04","Influenza A virus (A/Oklahoma/01/2011(H1N1))","","","","","","c"
"AKT08166","566","Human","HA","H1N1","USA","N","2014/01/14","Influenza A virus (A/Oklahoma/02/2014(H1N1))","","","","","","c"
"AGL04603","566","Human","HA","H1N1","USA","N","2012/03/05","Influenza A virus (A/Oklahoma/03/2012(H1N1))","","","","","","c"
"AIM39625","566","Human","HA","H1N1","USA","N","2014/02/04","Influenza A virus (A/Oklahoma/03/2014(H1N1))","","","","","","c"
"AIM39621","566","Human","HA","H1N1","USA","N","2014/01/31","Influenza A virus (A/Oklahoma/04/2014(H1N1))","","","","","","c"
"AQS98292","566","Human","HA","H1N1","USA","N","2017/01/09","Influenza A virus (A/Oklahoma/04/2017(H1N1))","","","","","","c"
"ANM91074","566","Human","HA","H1N1","USA","N","2016/02/08","Influenza A virus (A/Oklahoma/05/2016(H1N1))","","","","","","c"
"AIM39684","566","Human","HA","H1N1","USA","N","2014/03/17","Influenza A virus (A/Oklahoma/06/2014(H1N1))","","","","","","c"
"ARB17878","566","Human","HA","H1N1","USA","N","2017/02/06","Influenza A virus (A/Oklahoma/08/2017(H1N1))","","","","","","c"
"AOT87404","566","Human","HA","H1N1","USA","N","2016/04/08","Influenza A virus (A/Oklahoma/10/2016(H1N1))","","","","","","c"
"APO20445","566","Human","HA","H1N1","USA","N","2016/10/18","Influenza A virus (A/Oklahoma/12/2016(H1N1))","","","","","","c"
"APO20456","566","Human","HA","H1N1","USA","N","2016/11/07","Influenza A virus (A/Oklahoma/13/2016(H1N1))","","","","","","c"
"AHV83885","566","Human","HA","H1N1","USA","N","2014/01/07","Influenza A virus (A/Oklahoma/3644/2014(H1N1))","","","","","","c"
