Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
AIE53152.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H1N1,2,,polymerase PB1,Chile: Santiago,Chile,,Homo sapiens,,2011-08-01,,polymerase PB1 [Influenza A virus (A/Santiago/p21d1/2011(H1N1))]
AIE53153.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H1N1,1,,polymerase PB2,Chile: Santiago,Chile,,Homo sapiens,,2011-08-01,,polymerase PB2 [Influenza A virus (A/Santiago/p21d1/2011(H1N1))]
AIE53154.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3N2,4,,hemagglutinin,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,hemagglutinin [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53155.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,matrix protein 1 [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53156.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,matrix protein 2 [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53158.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H3N2,5,,nucleocapsid protein,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,nucleocapsid protein [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53159.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,nonstructural protein 1 [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53160.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,nuclear export protein [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53161.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,3,,PA-X protein,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,PA-X protein [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53162.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H3N2,3,,polymerase PA,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,polymerase PA [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53163.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H3N2,2,,polymerase PB1,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,polymerase PB1 [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53164.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),90,GenBank,complete,H3N2,2,,PB1-F2 protein,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,PB1-F2 protein [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53165.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: La Florida,Chile,,Homo sapiens,,2013-08-14,,polymerase PB2 [Influenza A virus (A/Santiago/p34d7/2013(H3N2))]
AIE53166.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3,4,,hemagglutinin,Chile: La Reina,Chile,,Homo sapiens,,2012-11-06,,hemagglutinin [Influenza A virus (A/Santiago/p37d7/2012(H3))]
AIE53167.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3,7,,matrix protein 1,Chile: La Reina,Chile,,Homo sapiens,,2012-11-06,,matrix protein 1 [Influenza A virus (A/Santiago/p37d7/2012(H3))]
AIE53168.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3,7,,matrix protein 2,Chile: La Reina,Chile,,Homo sapiens,,2012-11-06,,matrix protein 2 [Influenza A virus (A/Santiago/p37d7/2012(H3))]
AIE53169.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,,7,,matrix protein 1,Chile: Puente Alto,Chile,,Homo sapiens,,2013-07-19,,matrix protein 1 [Influenza A virus (A/Santiago/p27d7/2013)]
AIE53170.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,,7,,matrix protein 2,Chile: Puente Alto,Chile,,Homo sapiens,,2013-07-19,,matrix protein 2 [Influenza A virus (A/Santiago/p27d7/2013)]
AIE53171.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,,5,,nucleocapsid protein,Chile: Puente Alto,Chile,,Homo sapiens,,2013-07-19,,nucleocapsid protein [Influenza A virus (A/Santiago/p27d7/2013)]
AIE53172.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,,2,,polymerase PB1,Chile: Puente Alto,Chile,,Homo sapiens,,2013-07-19,,polymerase PB1 [Influenza A virus (A/Santiago/p27d7/2013)]
AIE53173.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),90,GenBank,complete,,2,,PB1-F2 protein,Chile: Puente Alto,Chile,,Homo sapiens,,2013-07-19,,PB1-F2 protein [Influenza A virus (A/Santiago/p27d7/2013)]
AIE53174.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3N2,4,,hemagglutinin,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,hemagglutinin [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53175.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,matrix protein 1 [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53176.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,matrix protein 2 [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53177.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,neuraminidase [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53178.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H3N2,5,,nucleocapsid protein,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,nucleocapsid protein [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53179.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,GenBank,complete,H3N2,8,,nonstructural protein 1,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,nonstructural protein 1 [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53180.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H3N2,8,,nuclear export protein,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,nuclear export protein [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53181.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,3,,PA-X protein,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,PA-X protein [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53182.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H3N2,3,,polymerase PA,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,polymerase PA [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53183.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H3N2,2,,polymerase PB1,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,polymerase PB1 [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53184.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H3N2,1,,polymerase PB2,Chile: Santiago,Chile,,Homo sapiens,,2012-06-20,,polymerase PB2 [Influenza A virus (A/Santiago/p5d0/2012(H3N2))]
AIE53185.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H3N2,4,,hemagglutinin,Chile: Santiago,Chile,,Homo sapiens,,2012-06-21,,hemagglutinin [Influenza A virus (A/Santiago/p5d1/2012(H3N2))]
AIE53186.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Chile: Santiago,Chile,,Homo sapiens,,2012-06-21,,matrix protein 1 [Influenza A virus (A/Santiago/p5d1/2012(H3N2))]
AIE53187.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Chile: Santiago,Chile,,Homo sapiens,,2012-06-21,,matrix protein 2 [Influenza A virus (A/Santiago/p5d1/2012(H3N2))]
AIE53188.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Chile: Santiago,Chile,,Homo sapiens,,2012-06-21,,neuraminidase [Influenza A virus (A/Santiago/p5d1/2012(H3N2))]
AIE53189.1,,"Wentworth,D.E., Halpin,R.A., Bera,J., Akopov,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Medina,R.A., Ferres,M., Barrera,A., Budnik,I., Marco,C., Martinez-Valdebenito,C., Aravena,M., Gutierrez,C., Perez,R., Contreras,A., Garcia-Sastre,A.",2014-07-13T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H3N2,5,,nucleocapsid protein,Chile: Santiago,Chile,,Homo sapiens,,2012-06-21,,nucleocapsid protein [Influenza A virus (A/Santiago/p5d1/2012(H3N2))]
