accession,length,date,name,
CY209853,1701,2016/03/17,A/Delaware/5368/2016,
KX410755,1752,2016/03/17,A/Vermont/12/2016,
KX409899,1752,2016/03/17,A/Ohio/15/2016,
KX410099,1752,2016/03/17,A/Florida/40/2016,
KX409331,1752,2016/03/18,A/Nevada/23/2016,
KX915020,1752,2016/03/18,A/Massachusetts/27/2016,
MF319591,1701,2016/03/18,A/India/P167506/2016,
KY615447,1777,2016/03/19,A/EastBaltimore/0119/2016,
KX410227,1752,2016/03/20,A/Minnesota/40/2016,
KX411147,1752,2016/03/20,A/Illinois/27/2016,
KX411083,1752,2016/03/21,A/Illinois/18/2016,
KX410915,1752,2016/03/21,A/Wyoming/09/2016,
CY209876,1701,2016/03/21,A/Virginia/5391/2016,
KY273046,1701,2016/03/21,A/Xiamen/s173/2016,
CY259415,1752,2016/03/21,A/New York/A-WC-LVD-16-010/2016,
KX523730,1701,2016/03/21,A/California/NHRC_SAR41449N/2016,
KX411787,1752,2016/03/22,A/Pennsylvania/57/2016,
CY209843,1701,2016/03/22,A/Alabama/5358/2016,
CY209852,1701,2016/03/22,A/Colorado/5367/2016,
KX411011,1752,2016/03/23,A/Iowa/07/2016,
KX919404,1754,2016/03/23,A/Texas/157/2016,
CY210046,1701,2016/03/23,A/North Carolina/5475/2016,
CY210097,1701,2016/03/23,A/Japan/5526/2016,
CY209855,1701,2016/03/23,A/Delaware/5370/2016,
KX411491,1752,2016/03/23,A/Texas/128/2016,
KX918876,1752,2016/03/23,A/Michigan/53/2016,
CY210101,1701,2016/03/23,A/New York/5530/2016,
KX411099,1752,2016/03/24,A/Illinois/20/2016,
MF319598,1701,2016/03/24,A/India/P167512/2016,
MF319597,1701,2016/03/24,A/India/P164183/2016,
KX411283,1753,2016/03/24,A/Nevada/29/2016,
KX411779,1752,2016/03/24,A/Pennsylvania/59/2016,
CY210005,1701,2016/03/25,A/Arizona/5434/2016,
CY209856,1701,2016/03/25,A/Florida/5371/2016,
KX410491,1752,2016/03/28,A/Delaware/17/2016,
KX411323,1752,2016/03/28,A/Nebraska/16/2016,
KX411419,1752,2016/03/28,A/New Mexico/32/2016,
KY273047,1701,2016/03/28,A/Xiamen/s178/2016,
KY925204,1777,2016/03/29,A/Porto Alegre/LACENRS-289/2016,
KX410995,1752,2016/03/30,A/Washington/48/2016,
KX410667,1754,2016/03/30,A/Ohio/17/2016,
KX919228,1752,2016/03/31,A/Pennsylvania/76/2016,
KX411795,1752,2016/03/31,A/Pennsylvania/63/2016,
KX411379,1752,2016/03/31,A/Pennsylvania/61/2016,
KX918908,1752,2016/03/31,A/Michigan/57/2016,
KX918884,1752,2016/03/31,A/Michigan/54/2016,
KX523718,1701,2016/04/01,A/California/NHRC_FDX21898/2016,
KY045290,1752,2016/04/01,A/Illinois/40/2016,
KX915940,1752,2016/04/01,A/Louisiana/20/2016,
MG279504,1701,2016/04/02,A/Taiwan/50300/2016,
MH329127,1701,2016/04/02,A/Taiwan/01457/2016,
KY925684,1777,2016/04/04,A/Porto Alegre/LACENRS-378/2016,
KY925137,1777,2016/04/04,A/Porto Alegre/LACENRS-463/2016,
KX915172,1752,2016/04/04,A/Colorado/29/2016,
MH329128,1701,2016/04/04,A/Taiwan/01481/2016,
KX411003,1752,2016/04/05,A/Washington/49/2016,
KX916076,1752,2016/04/05,A/Wisconsin/68/2016,
KX411699,1752,2016/04/05,A/North Carolina/43/2016,
KX411563,1752,2016/04/06,A/Florida/56/2016,
KX915372,1752,2016/04/06,A/New Mexico/40/2016,
CY259439,1752,2016/04/06,A/New York/A-WC-LVD-16-013/2016,
MG982604,1701,2016/04/06,A/shandong-zhifu/SWL1209/2016,
MG982603,1701,2016/04/06,A/shandong-zhifu/SWL1246/2016,
KX918916,1752,2016/04/07,A/Michigan/58/2016,
KX915236,1752,2016/04/08,A/Oklahoma/10/2016,
KY045262,1752,2016/04/08,A/New York/61/2016,
KY926100,1777,2016/04/08,A/Porto Alegre/LACENRS-599/2016,
KX915788,1753,2016/04/09,A/California/106/2016,
KX411803,1752,2016/04/09,A/Pennsylvania/67/2016,
KX411467,1752,2016/04/09,A/Wisconsin/58/2016,
KX411539,1752,2016/04/10,A/Utah/30/2016,
KX915148,1752,2016/04/10,A/Indiana/39/2016,
KX411771,1754,2016/04/11,A/Illinois/43/2016,
KX411339,1752,2016/04/12,A/Delaware/20/2016,
MF319592,1701,2016/04/13,A/India/P165002/2016,
KX411843,1752,2016/04/14,A/Indiana/41/2016,
MN220694,1732,2016/04/15,A/Moscow/rWSN/2016,
KY045340,1753,2016/04/18,A/Louisiana/22/2016,
KX411507,1752,2016/04/18,A/Maine/14/2016,
KX915780,1752,2016/04/18,A/New Mexico/47/2016,
KX915916,1752,2016/04/19,A/Virginia/54/2016,
KX915556,1752,2016/04/19,A/Rhode Island/22/2016,
CY217834,1752,2016/04/19,A/Tennessee/24/2016,
KX411595,1752,2016/04/19,A/Arkansas/12/2016,
KX915836,1752,2016/04/20,A/Oregon/14/2016,
KX915468,1752,2016/04/20,A/New York/72/2016,
KX411907,1752,2016/04/21,A/Wisconsin/64/2016,
KY926001,1777,2016/04/21,A/Porto Alegre/LACENRS-1053/2016,
KX523731,1701,2016/04/22,A/California/NHRC_W7416A/2016,
KX915732,1752,2016/04/22,A/Vermont/19/2016,
KX915476,1752,2016/04/22,A/New York/74/2016,
KY003250,1752,2016/04/22,A/Pennsylvania/85/2016,
KY045320,1752,2016/04/22,A/Florida/62/2016,
KY926269,1777,2016/04/22,A/Passo Fundo/LACENRS-1034/2016,
KY045303,1752,2016/04/22,A/Minnesota/58/2016,
KX915572,1752,2016/04/22,A/Utah/35/2016,
KX918724,1752,2016/04/23,A/Virginia/38/2016,
KY926257,1777,2016/04/25,A/Torres/LACENRS-1102/2016,
KY925951,1777,2016/04/25,A/Canoas/LACENRS-1105/2016,
KX918708,1752,2016/04/27,A/Virginia/56/2016,
KX915804,1752,2016/04/29,A/New York/79/2016,
KY926159,1777,2016/04/29,A/Sapiranga/LACENRS-1302/2016,
KX915716,1752,2016/04/30,A/Massachusetts/34/2016,
MH329169,1701,2016/04/30,A/Taiwan/50374/2016,
KX915828,1752,2016/05/01,A/Utah/37/2016,
KY003249,1752,2016/05/02,A/Utah/38/2016,
KX915964,1752,2016/05/03,A/Kentucky/28/2016,
KX919420,1752,2016/05/03,A/Arizona/63/2016,
KY925652,1777,2016/05/03,A/Esteio/LACENRS-1359/2016,
KX919348,1752,2016/05/06,A/Rhode Island/24/2016,
KX411899,1752,2016/05/09,A/Texas/137/2016,
KX919268,1752,2016/05/10,A/California/114/2016,
KX919276,1752,2016/05/12,A/California/115/2016,
KX916004,1752,2016/05/13,A/Iowa/19/2016,
KX949211,1752,2016/05/15,A/Virginia/59/2016,
KY273049,1701,2016/05/17,A/Xiamen/s225/2016,
KX919244,1752,2016/05/19,A/California/117/2016,
KX916068,1753,2016/05/23,A/Utah/40/2016,
MF564213,1701,2016/06/06,A/Assam/RMRC_449/2016,
KY115734,1752,2016/06/11,A/Hawaii/57/2016,
KX919284,1752,2016/06/16,A/California/119/2016,
MF564205,1701,2016/06/24,A/Assam/RMRC_598/2016,
KX919484,1752,2016/07/12,A/Florida/69/2016,
MF564211,1701,2016/07/13,A/Assam/RMRC_711/2016,
KY044896,1752,2016/07/31,A/California/123/2016,
KY003342,1752,2016/08/09,A/Hawaii/65/2016,
KY872760,1777,2016/08/10,A/Kenya/017/2016,
KY003341,1752,2016/08/31,A/New Hampshire/19/2016,
KY045403,1752,2016/09/07,A/Michigan/102/2016,
KY116830,1752,2016/09/12,A/Hawaii/70/2016,
KY045365,1752,2016/09/15,A/Wisconsin/79/2016,
KY045382,1752,2016/09/21,A/Wisconsin/81/2016,
KY045398,1752,2016/09/23,A/Wisconsin/82/2016,
CY209496,1752,2016/09/26,A/Arizona/72/2016,
KY872761,1777,2016/10/02,A/Kenya/022/2016,
CY210846,1752,2016/10/05,A/Montana/48/2016,
CY210838,1752,2016/10/05,A/Montana/47/2016,
CY209464,1752,2016/10/07,A/Hawaii/86/2016,
CY210923,1752,2016/10/09,A/Montana/49/2016,
CY217874,1752,2016/10/10,A/Montana/50/2016,
CY210899,1752,2016/10/10,A/Montana/50/2016,
KY289771,1752,2016/10/11,A/Wyoming/31/2016,
CY209456,1752,2016/10/15,A/Hawaii/88/2016,
CY210915,1752,2016/10/17,A/Montana/51/2016,
CY210861,1752,2016/10/17,A/Florida/85/2016,
CY210868,1752,2016/10/17,A/Florida/85/2016,
CY209528,1752,2016/10/18,A/Oklahoma/12/2016,
CY209472,1752,2016/10/24,A/South Dakota/30/2016,
CY209440,1752,2016/10/26,A/Wisconsin/88/2016,
CY209448,1752,2016/10/26,A/Pennsylvania/91/2016,
CY210884,1752,2016/10/26,A/Pennsylvania/91/2016,
CY209432,1752,2016/10/30,A/Delaware/29/2016,
KY288902,1701,2016/10/31,A/Joshkar-Ola/CRIE-11/2016,
CY209488,1752,2016/11/01,A/California/153/2016,
CY211074,1752,2016/11/03,A/California/159/2016,
CY211066,1752,2016/11/06,A/Florida/93/2016,
CY209536,1752,2016/11/07,A/Oklahoma/13/2016,
CY209544,1752,2016/11/09,A/Montana/59/2016,
CY211122,1752,2016/11/14,A/Montana/60/2016,
KY950100,1774,2016/11/17,A/Linkou/0157/2016,
CY211114,1752,2016/11/21,A/Montana/61/2016,
CY213426,1752,2016/11/28,A/California/170/2016,
CY211138,1752,2016/12/07,A/Wisconsin/99/2016,
CY213442,1752,2016/12/07,A/California/172/2016,
CY213450,1752,2016/12/12,A/Texas/194/2016,
CY239529,1752,2016/12/12,A/Texas/194/2016,
CY215242,1752,2016/12/17,A/Connecticut/40/2016,
MF319585,1701,2016/12/17,A/India/C1619574/2016,
CY214282,1752,2016/12/24,A/California/193/2016,
CY214306,1752,2016/12/24,A/Wisconsin/105/2016,
CY214290,1752,2016/12/26,A/California/194/2016,
CY213490,1752,2016/12/27,A/Texas/199/2016,
CY213498,1752,2016/12/27,A/Texas/200/2016,
CY217017,1752,2017/01/01,A/South Dakota/01/2017,
CY217089,1752,2017/01/02,A/Indiana/03/2017,
MF319572,1701,2017/01/03,A/India/P1720775/2017,
CY217049,1752,2017/01/04,A/Connecticut/01/2017,
CY223373,1752,2017/01/04,A/New York/04/2017,
CY223365,1752,2017/01/04,A/New York/04/2017,
CY218078,1752,2017/01/06,A/Washington/01/2017,
MH794230,1753,2017/01/07,A/India/Che-1722633/2017,
CY218865,1752,2017/01/09,A/Oklahoma/04/2017,
CY217081,1752,2017/01/10,A/Indiana/04/2017,
CY217001,1752,2017/01/11,A/North Dakota/01/2017,
CY218889,1752,2017/01/15,A/Idaho/03/2017,
CY216993,1752,2017/01/16,A/California/10/2017,
CY218134,1752,2017/01/17,A/Wisconsin/09/2017,
CY218230,1752,2017/01/17,A/Washington/06/2017,
CY220791,1752,2017/01/18,A/Iowa/04/2017,
MF593583,1701,2017/01/18,A/Mexico/8517/2017,
CY217057,1752,2017/01/19,A/Arkansas/06/2017,
CY220871,1752,2017/01/20,A/California/16/2017,
CY218873,1752,2017/01/21,A/Texas/21/2017,
CY218238,1752,2017/01/23,A/Washington/08/2017,
CY218905,1753,2017/01/23,A/California/14/2017,
MF319562,1701,2017/01/24,A/India/C1722639/2017,
MF319563,1701,2017/01/24,A/India/C1722640/2017,
CY220855,1752,2017/01/26,A/Texas/31/2017,
CY220847,1752,2017/01/27,A/Indiana/10/2017,
MF593612,1701,2017/01/27,A/Mexico/15517/2017,
MF319573,1701,2017/01/27,A/India/C1721657/2017,
CY221566,1752,2017/01/28,A/Louisiana/06/2017,
CY221582,1753,2017/01/28,A/Indiana/12/2017,
CY220799,1752,2017/01/30,A/South Dakota/06/2017,
CY223381,1752,2017/02/01,A/Florida/09/2017,
CY244290,1701,2017/02/01,A/Texas/6178/2017,
CY244292,1701,2017/02/01,A/Texas/6180/2017,
MG271892,1701,2017/02/02,A/India/SOL1726612/2017,
CY225486,1752,2017/02/05,A/North Carolina/10/2017,
CY225646,1752,2017/02/05,A/South Dakota/08/2017,
MG271893,1701,2017/02/05,A/India/SOL1726613/2017,
MF319566,1701,2017/02/06,A/India/C1722045/2017,
CY221574,1752,2017/02/06,A/Texas/43/2017,
CY223565,1752,2017/02/06,A/Oklahoma/08/2017,
CY236151,1752,2017/02/07,A/New York/25/2017,
CY259239,1752,2017/02/07,A/New York/A-WC-LVD-17-033/2017,
MN559732,1752,2017/02/08,A/Hulunbuir/1703/2017,
CY225558,1752,2017/02/08,A/New York/09/2017,
MG279286,1752,2017/02/08,A/Japan/NHRC_20-1903/2017,
CY225470,1752,2017/02/08,A/Kentucky/14/2017,
CY225598,1752,2017/02/09,A/North Carolina/13/2017,
CY239489,1752,2017/02/09,A/Texas/89/2017,
CY225534,1752,2017/02/10,A/Ohio/07/2017,
MF593530,1701,2017/02/10,A/Mexico/4604/2017,
CY228973,1752,2017/02/10,A/Ohio/07/2017,
CY225750,1752,2017/02/10,A/California/43/2017,
MF319588,1701,2017/02/10,A/India/P1722256/2017,
MG982610,1701,2017/02/11,A/shandong-zhifu/SWL1145/2017,
CY223429,1752,2017/02/12,A/Minnesota/11/2017,
CY238747,1752,2017/02/12,A/California/45/2017,
CY224190,1752,2017/02/13,A/Delaware/14/2017,
CY224254,1752,2017/02/15,A/California/34/2017,
MF319587,1701,2017/02/15,A/India/P1722376/2017,
CY225446,1752,2017/02/15,A/Rhode Island/08/2017,
CY232260,1749,2017/02/17,A/Tennessee/20/2017,
CY223589,1752,2017/02/17,A/Iowa/10/2017,
MF593535,1701,2017/02/18,A/Mexico/4621/2017,
CY225670,1752,2017/02/19,A/South Dakota/14/2017,
CY233744,1752,2017/02/20,A/South Carolina/05/2017,
CY223557,1752,2017/02/21,A/New Mexico/08/2017,
CY225814,1752,2017/02/21,A/Rhode Island/09/2017,
CY225622,1752,2017/02/21,A/Texas/63/2017,
CY225702,1752,2017/02/24,A/Iowa/13/2017,
MF593541,1701,2017/02/24,A/Mexico/4627/2017,
CY223541,1752,2017/02/24,A/Wyoming/09/2017,
CY224246,1752,2017/02/28,A/Idaho/13/2017,
CY225630,1752,2017/03/01,A/South Dakota/17/2017,
CY244264,1701,2017/03/01,A/Oklahoma/6152/2017,
MF593546,1701,2017/03/02,A/Mexico/4628/2017,
MG982612,1701,2017/03/04,A/shandong-fushan/SWL1212/2017,
MK226522,1739,2017/03/06,A/Chittur/INDHCH16/2017,
CY225830,1752,2017/03/07,A/New Mexico/13/2017,
MF510835,1701,2017/03/08,A/Kerala/RGCB172158/2017,
MF510836,1701,2017/03/09,A/Kerala/RGCB172171/2017,
MF510839,1701,2017/03/13,A/Kerala/RGCB172247/2017,
CY225710,1752,2017/03/13,A/North Carolina/21/2017,
MF510840,1701,2017/03/14,A/Kerala/RGCB172263/2017,
CY225806,1752,2017/03/14,A/Wisconsin/38/2017,
MG271906,1701,2017/03/15,A/India/S1728630/2017,
CY229069,1752,2017/03/15,A/California/48/2017,
CY229037,1752,2017/03/16,A/Illinois/26/2017,
MF319580,1701,2017/03/16,A/India/Ahm1725705/2017,
MF510841,1701,2017/03/16,A/Kerala/RGCB172302/2017,
CY233880,1752,2017/03/18,A/Washington/35/2017,
CY229045,1752,2017/03/19,A/North Dakota/15/2017,
CY229157,1752,2017/03/20,A/Michigan/41/2017,
CY231186,1752,2017/03/22,A/Louisiana/24/2017,
CY233888,1752,2017/03/24,A/Washington/38/2017,
CY229077,1752,2017/03/25,A/Virginia/23/2017,
MF319579,1701,2017/03/27,A/India/Ahm1725712/2017,
CY229149,1752,2017/03/28,A/Wisconsin/42/2017,
MF510837,1701,2017/03/28,A/Kerala/RGCB172326/2017,
MG271883,1701,2017/03/28,A/India/Alap1729375/2017,
CY236198,1752,2017/03/29,A/California/55/2017,
MG982613,1701,2017/03/29,A/shandong-fushan/SWL1281/2017,
MG982614,1701,2017/03/30,A/shandong-zhifu/SWL1263/2017,
MG982615,1701,2017/04/01,A/shandong-fushan/SWL1293/2017,
CY231194,1752,2017/04/02,A/Iowa/18/2017,
MF319584,1701,2017/04/06,A/India/Hyd1725803/2017,
MF319583,1701,2017/04/06,A/India/Hyd1725804/2017,
MF319577,1701,2017/04/07,A/India/Raj1725726/2017,
CY236222,1752,2017/04/08,A/Hawaii/22/2017,
MG982618,1701,2017/04/12,A/shandong-zhifu/SWL1285/2017,
MG982619,1701,2017/04/13,A/shandong-zhifu/SWL1283/2017,
MG271887,1701,2017/04/15,A/India/J1726918/2017,
CY236230,1752,2017/04/21,A/Washington/290/2017,
MG271889,1701,2017/04/21,A/India/J1726924/2017,
CY238955,1752,2017/05/07,A/Arizona/33/2017,
MH333271,1722,2017/05/11,A/India/Jai-8/2017,
MG271880,1701,2017/05/12,A/India/Alap1729371/2017,
MG271882,1701,2017/05/12,A/India/Alap1729379/2017,
CY236275,1752,2017/05/12,A/Maryland/38/2017,
MG271879,1701,2017/05/12,A/India/Alap1729368/2017,
MG271881,1701,2017/05/12,A/India/Alap1729373/2017,
MH333272,1722,2017/05/14,A/India/Jai-4/2017,
CY236235,1752,2017/05/14,A/Delaware/26/2017,
MG271897,1701,2017/05/18,A/India/P1726853/2017,
MG271885,1701,2017/05/22,A/India/K1730225/2017,
MG271898,1701,2017/05/31,A/India/P1727283/2017,
CY239601,1752,2017/06/13,A/Michigan/265/2017,
CY239569,1752,2017/06/14,A/Minnesota/34/2017,
CY243766,1752,2017/06/15,A/Arizona/41/2017,
CY239585,1752,2017/06/15,A/Arizona/40/2017,
MG271904,1701,2017/06/21,A/India/BUL1727942/2017,
MG271899,1701,2017/06/24,A/India/P1728161/2017,
CY239577,1752,2017/06/24,A/Alaska/18/2017,
CY239617,1752,2017/06/30,A/Michigan/269/2017,
CY242525,1752,2017/07/11,A/Florida/49/2017,
MH316121,1752,2017/07/12,A/Kenya/057/2017,
CY242509,1752,2017/07/18,A/California/61/2017,
CY250420,1752,2017/07/18,A/Michigan/272/2017,
MK025775,1752,2017/07/18,A/Michigan/272/2017,
MG271901,1701,2017/07/20,A/India/P1729358/2017,
CY242517,1752,2017/07/23,A/California/62/2017,
CY243774,1752,2017/07/27,A/Minnesota/35/2017,
CY250428,1752,2017/07/30,A/New Jersey/29/2017,
MG271908,1701,2017/08/07,A/India/S1730298/2017,
CY244798,1752,2017/08/11,A/New Mexico/19/2017,
CY243782,1752,2017/08/11,A/Delaware/28/2017,
CY245502,1752,2017/08/17,A/California/70/2017,
MH211341,1709,2017/08/21,A/India/1842484/2017,
CY245516,1747,2017/08/23,A/California/73/2017,
MH211342,1709,2017/08/24,A/India/1842489/2017,
MH211343,1709,2017/08/24,A/India/1842490/2017,
MH211344,1709,2017/08/24,A/India/1842492/2017,
CY249819,1752,2017/08/24,A/Hawaii/46/2017,
CY245523,1752,2017/08/24,A/Ohio/38/2017,
CY245531,1752,2017/08/27,A/Michigan/280/2017,
MH211346,1709,2017/08/29,A/India/1741035/2017,
CY249779,1752,2017/08/30,A/Florida/62/2017,
CY249771,1752,2017/09/01,A/Illinois/30/2017,
CY256397,1752,2017/09/02,A/Hawaii/47/2017,
CY250147,1752,2017/09/02,A/Hawaii/47/2017,
MH211239,1709,2017/09/02,A/India/1732467/2017,
MH211391,1709,2017/09/02,A/India/1740834/2017,
CY250139,1752,2017/09/03,A/Hawaii/48/2017,
MH211347,1709,2017/09/04,A/India/1741036/2017,
MH211231,1709,2017/09/04,A/India/1732480/2017,
CY245547,1752,2017/09/05,A/Nebraska/08/2017,
CY258468,1752,2017/09/05,A/Washington/299/2017,
MH211424,1709,2017/09/06,A/India/1741154/2017,
MH211236,1709,2017/09/06,A/India/1732613/2017,
CY249803,1752,2017/09/06,A/Michigan/284/2017,
CY245555,1752,2017/09/07,A/Kentucky/26/2017,
CY249787,1752,2017/09/07,A/Mississippi/22/2017,
CY257493,1752,2017/09/07,A/Kentucky/26/2017,
MH160789,1701,2017/09/08,A/Barwani/8117/2017,
MH211232,1709,2017/09/10,A/India/1732827/2017,
CY249827,1752,2017/09/10,A/Ohio/41/2017,
MH294712,1701,2017/09/15,A/Florida/6365/2017,
CY250163,1752,2017/09/21,A/Michigan/290/2017,
CY250123,1752,2017/09/24,A/Florida/66/2017,
CY264593,1752,2017/09/24,A/Florida/66/2017,
MH294740,1701,2017/09/25,A/Florida/6393/2017,
MH294741,1701,2017/09/26,A/Florida/6394/2017,
CY256437,1752,2017/10/02,A/Florida/69/2017,
CY258524,1752,2017/10/03,A/Oregon/16/2017,
CY256525,1752,2017/10/03,A/Oregon/16/2017,
CY250747,1752,2017/10/04,A/Indiana/27/2017,
CY250731,1752,2017/10/04,A/Mississippi/24/2017,
MH229460,1709,2017/10/05,A/India/1841326/2017,
CY258628,1752,2017/10/06,A/Texas/295/2017,
MH229459,1709,2017/10/06,A/India/1841328/2017,
CY256469,1752,2017/10/07,A/Connecticut/31/2017,
MH083432,1752,2017/10/07,A/Connecticut/31/2017,
MH083888,1752,2017/10/09,A/New York/34/2017,
CY258556,1752,2017/10/10,A/Michigan/297/2017,
CY256453,1752,2017/10/12,A/Utah/32/2017,
CY258572,1752,2017/10/13,A/Washington/305/2017,
MH211235,1709,2017/10/13,A/India/1735869/2017,
CY258660,1751,2017/10/14,A/California/111/2017,
MH211393,1709,2017/10/16,A/India/1740842/2017,
MH211234,1709,2017/10/16,A/India/1736012/2017,
CY258596,1752,2017/10/19,A/Oklahoma/27/2017,
CY258612,1752,2017/10/20,A/Mississippi/26/2017,
CY250755,1752,2017/10/21,A/Arkansas/28/2017,
CY261946,1752,2017/10/21,A/Hawaii/54/2017,
CY261858,1752,2017/10/23,A/Texas/300/2017,
CY258588,1752,2017/10/23,A/Texas/294/2017,
CY258564,1752,2017/10/25,A/Delaware/36/2017,
CY261842,1752,2017/10/28,A/Arizona/60/2017,
CY260162,1752,2017/10/28,A/Iowa/35/2017,
CY261834,1752,2017/10/29,A/Arizona/61/2017,
CY258644,1754,2017/10/29,A/Louisiana/60/2017,
CY258684,1752,2017/10/30,A/Oregon/20/2017,
MK159035,1701,2017/10/30,A/Jeju/759/2017,
CY261789,1752,2017/10/31,A/Florida/79/2017,
MH229458,1709,2017/10/31,A/India/1841337/2017,
MG978483,1752,2017/11/03,A/California/117/2017,
CY258636,1752,2017/11/03,A/Pennsylvania/266/2017,
CY261821,1752,2017/11/03,A/Washington/310/2017,
MG815810,1752,2017/11/06,A/Kenya/045/2017,
CY261906,1752,2017/11/07,A/California/121/2017,
MH211333,1709,2017/11/07,A/India/1842536/2017,
MH079580,1752,2017/11/08,A/Louisiana/62/2017,
CY264601,1752,2017/11/09,A/Oregon/25/2017,
CY261890,1752,2017/11/09,A/California/122/2017,
CY261914,1752,2017/11/10,A/California/124/2017,
MH211334,1709,2017/11/10,A/India/1842538/2017,
MH211335,1709,2017/11/11,A/India/1842567/2017,
CY262009,1752,2017/11/13,A/Florida/94/2017,
MG745931,1701,2017/11/15,A/Tunisia/11196/2017,
MH211336,1709,2017/11/18,A/India/1842539/2017,
CY261954,1752,2017/11/18,A/Illinois/37/2017,
CY261977,1752,2017/11/19,A/Utah/37/2017,
CY261930,1754,2017/11/19,A/Connecticut/35/2017,
MK159043,1701,2017/11/21,A/Gwangju/766/2017,
CY265523,1752,2017/11/21,A/California/145/2017,
MH602090,1752,2017/11/22,A/Texas/402/2017,
CY261985,1752,2017/11/22,A/Utah/39/2017,
CY262033,1752,2017/11/23,A/North Dakota/28/2017,
CY265387,1752,2017/11/25,A/North Carolina/45/2017,
MH211337,1709,2017/11/25,A/India/1842544/2017,
MH211332,1709,2017/11/28,A/India/1842573/2017,
CY263215,1752,2017/11/29,A/New York/46/2017,
MG978947,1752,2017/11/29,A/Utah/40/2017,
CY265237,1752,2017/11/30,A/Maryland/95/2017,
MH701604,1752,2017/11/30,A/Japan/FDX70298/2017,
CY265229,1752,2017/11/30,A/Maryland/94/2017,
MH083704,1752,2017/11/30,A/Maryland/95/2017,
MH211338,1709,2017/12/02,A/India/1842547/2017,
CY263270,1752,2017/12/03,A/West Virginia/28/2017,
MH305807,1752,2017/12/04,A/Idaho/45/2017,
CY263374,1752,2017/12/05,A/Wyoming/30/2017,
CY263406,1752,2017/12/05,A/Texas/310/2017,
MN538789,1701,2017/12/05,A/British Columbia/307/2017,
MH294808,1701,2017/12/06,A/Arkansas/6442/2017,
CY265475,1752,2017/12/06,A/Alaska/77/2017,
CY263382,1752,2017/12/07,A/Illinois/44/2017,
MG745930,1701,2017/12/07,A/Tunisia/12017/2017,
CY263398,1752,2017/12/07,A/Texas/311/2017,
CY265371,1752,2017/12/07,A/California/141/2017,
MN538788,1701,2017/12/08,A/British Columbia/309/2017,
MH083324,1752,2017/12/08,A/Alaska/80/2017,
CY265427,1752,2017/12/09,A/Indiana/32/2017,
CY265363,1752,2017/12/11,A/California/142/2017,
MG745933,1701,2017/12/12,A/Tunisia/12249/2017,
MH083509,1752,2017/12/12,A/Illinois/47/2017,
CY265355,1752,2017/12/12,A/California/143/2017,
MH083773,1752,2017/12/13,A/Mississippi/39/2017,
LC376820,1701,2017/12/13,A/Saga/307/2017,
MH083632,1752,2017/12/13,A/Louisiana/65/2017,
CY265331,1752,2017/12/14,A/Texas/316/2017,
MH294907,1701,2017/12/14,A/Mississippi/6541/2017,
MH083517,1752,2017/12/14,A/Illinois/48/2017,
CY265292,1752,2017/12/14,A/Louisiana/71/2017,
CY265491,1752,2017/12/15,A/Alaska/79/2017,
CY265411,1752,2017/12/15,A/Pennsylvania/276/2017,
MH083317,1752,2017/12/15,A/Alabama/34/2017,
MH294911,1701,2017/12/15,A/Mississippi/6545/2017,
MG745934,1701,2017/12/15,A/Tunisia/12248/2017,
MH305999,1752,2017/12/15,A/Pennsylvania/276/2017,
MN538778,1701,2017/12/16,A/British Columbia/320/2017,
MG978568,1752,2017/12/17,A/Georgia/31/2017,
MH601690,1752,2017/12/17,A/Iowa/79/2017,
MH601226,1752,2017/12/17,A/Alaska/100/2017,
CY265459,1752,2017/12/18,A/Nevada/32/2017,
MH669995,1752,2017/12/18,A/District Of Columbia/09/2017,
MH083357,1752,2017/12/19,A/Arizona/75/2017,
MH601695,1752,2017/12/19,A/Iowa/80/2017,
MH329165,1701,2017/12/19,A/Taiwan/04248/2017,
MH084205,1752,2017/12/19,A/Wisconsin/352/2017,
MH083573,1752,2017/12/19,A/Iowa/49/2017,
MG830746,1752,2017/12/20,A/Florida/105/2017,
MN538779,1701,2017/12/20,A/British Columbia/321/2017,
MG978880,1752,2017/12/21,A/South Carolina/24/2017,
MH294944,1701,2017/12/21,A/Oklahoma/6578/2017,
