accession,release_date,length,genotype,segment,protein,geo_location,country,collection_date,genbank_title
AIE53357.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Maipu,Chile,8/2/2011,nuclear export protein [Influenza A virus (A/Santiago/p20d2/2011(H1N1))]
AIE53358.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Maipu,Chile,8/2/2011,PA-X protein [Influenza A virus (A/Santiago/p20d2/2011(H1N1))]
AIE53359.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Maipu,Chile,8/2/2011,polymerase PA [Influenza A virus (A/Santiago/p20d2/2011(H1N1))]
AIE53360.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Maipu,Chile,8/2/2011,polymerase PB1 [Influenza A virus (A/Santiago/p20d2/2011(H1N1))]
AIE53361.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Maipu,Chile,8/2/2011,polymerase PB2 [Influenza A virus (A/Santiago/p20d2/2011(H1N1))]
AIE53364.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Antofagasta,Chile,8/18/2011,neuraminidase [Influenza A virus (A/Santiago/p3d3/2011(H1N1))]
AIE53365.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Antofagasta,Chile,8/18/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p3d3/2011(H1N1))]
AIE53366.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Antofagasta,Chile,8/18/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p3d3/2011(H1N1))]
AIE53367.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Antofagasta,Chile,8/18/2011,nuclear export protein [Influenza A virus (A/Santiago/p3d3/2011(H1N1))]
AIE53368.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Linares,Chile,7/12/2011,hemagglutinin [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53369.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Linares,Chile,7/12/2011,matrix protein 1 [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53370.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Linares,Chile,7/12/2011,matrix protein 2 [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53371.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Linares,Chile,7/12/2011,neuraminidase [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53372.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Linares,Chile,7/12/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53373.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Linares,Chile,7/12/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53374.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Linares,Chile,7/12/2011,nuclear export protein [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53375.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Linares,Chile,7/12/2011,PA-X protein [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53376.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Linares,Chile,7/12/2011,polymerase PA [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53377.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Linares,Chile,7/12/2011,polymerase PB1 [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53378.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Linares,Chile,7/12/2011,polymerase PB2 [Influenza A virus (A/Santiago/p1d1/2011(H1N1))]
AIE53379.1,2014-07-13T00:00:00Z,252,N1,7,matrix protein 1,Chile: Santiago,Chile,8/22/2011,matrix protein 1 [Influenza A virus (A/Santiago/p12d3/2011(N1))]
AIE53380.1,2014-07-13T00:00:00Z,97,N1,7,matrix protein 2,Chile: Santiago,Chile,8/22/2011,matrix protein 2 [Influenza A virus (A/Santiago/p12d3/2011(N1))]
AIE53383.1,2014-07-13T00:00:00Z,219,N1,8,nonstructural protein 1,Chile: Santiago,Chile,8/22/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p12d3/2011(N1))]
AIE53384.1,2014-07-13T00:00:00Z,121,N1,8,nuclear export protein,Chile: Santiago,Chile,8/22/2011,nuclear export protein [Influenza A virus (A/Santiago/p12d3/2011(N1))]
AIE53385.1,2014-07-13T00:00:00Z,759,N1,1,polymerase PB2,Chile: Santiago,Chile,8/22/2011,polymerase PB2 [Influenza A virus (A/Santiago/p12d3/2011(N1))]
AIE53386.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Talagante,Chile,8/4/2011,matrix protein 1 [Influenza A virus (A/Santiago/p19d5/2011(H1N1))]
AIE53387.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Talagante,Chile,8/4/2011,matrix protein 2 [Influenza A virus (A/Santiago/p19d5/2011(H1N1))]
AIE53389.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Talagante,Chile,8/4/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p19d5/2011(H1N1))]
AIE53390.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Talagante,Chile,8/4/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p19d5/2011(H1N1))]
AIE53391.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Talagante,Chile,8/4/2011,nuclear export protein [Influenza A virus (A/Santiago/p19d5/2011(H1N1))]
AIE53394.1,2014-07-13T00:00:00Z,219,H1,8,nonstructural protein 1,Chile: Santiago,Chile,8/2/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p18d1/2011(H1))]
AIE53395.1,2014-07-13T00:00:00Z,121,H1,8,nuclear export protein,Chile: Santiago,Chile,8/2/2011,nuclear export protein [Influenza A virus (A/Santiago/p18d1/2011(H1))]
AIE53396.1,2014-07-13T00:00:00Z,252,,7,matrix protein 1,Chile: Puente Alto,Chile,8/3/2011,matrix protein 1 [Influenza A virus (A/Santiago/p2d3/2011)]
AIE53397.1,2014-07-13T00:00:00Z,97,,7,matrix protein 2,Chile: Puente Alto,Chile,8/3/2011,matrix protein 2 [Influenza A virus (A/Santiago/p2d3/2011)]
AIE53398.1,2014-07-13T00:00:00Z,219,,8,nonstructural protein 1,Chile: Puente Alto,Chile,8/3/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p2d3/2011)]
AIE53399.1,2014-07-13T00:00:00Z,121,,8,nuclear export protein,Chile: Puente Alto,Chile,8/3/2011,nuclear export protein [Influenza A virus (A/Santiago/p2d3/2011)]
AIE53400.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Santiago,Chile,8/22/2011,hemagglutinin [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53401.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Santiago,Chile,8/22/2011,matrix protein 1 [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53402.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Santiago,Chile,8/22/2011,matrix protein 2 [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53403.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Santiago,Chile,8/22/2011,neuraminidase [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53404.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Santiago,Chile,8/22/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53405.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Santiago,Chile,8/22/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53406.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Santiago,Chile,8/22/2011,nuclear export protein [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53407.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Santiago,Chile,8/22/2011,PA-X protein [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53408.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Santiago,Chile,8/22/2011,polymerase PA [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53409.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Santiago,Chile,8/22/2011,polymerase PB1 [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53410.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Santiago,Chile,8/22/2011,polymerase PB2 [Influenza A virus (A/Santiago/p9d1/2011(H1N1))]
AIE53411.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Santiago,Chile,8/25/2011,hemagglutinin [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53412.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Santiago,Chile,8/25/2011,matrix protein 1 [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53413.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Santiago,Chile,8/25/2011,matrix protein 2 [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53414.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Santiago,Chile,8/25/2011,neuraminidase [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53415.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Santiago,Chile,8/25/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53416.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Santiago,Chile,8/25/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53417.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Santiago,Chile,8/25/2011,nuclear export protein [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53418.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Santiago,Chile,8/25/2011,PA-X protein [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53419.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Santiago,Chile,8/25/2011,polymerase PA [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53420.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Santiago,Chile,8/25/2011,polymerase PB1 [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53421.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Santiago,Chile,8/25/2011,polymerase PB2 [Influenza A virus (A/Santiago/p9d3/2011(H1N1))]
AIE53422.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Talagante,Chile,7/31/2011,hemagglutinin [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53423.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Talagante,Chile,7/31/2011,matrix protein 1 [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53424.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Talagante,Chile,7/31/2011,matrix protein 2 [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53425.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Talagante,Chile,7/31/2011,neuraminidase [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53426.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Talagante,Chile,7/31/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53427.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Talagante,Chile,7/31/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53428.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Talagante,Chile,7/31/2011,nuclear export protein [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53429.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Talagante,Chile,7/31/2011,PA-X protein [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53430.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Talagante,Chile,7/31/2011,polymerase PA [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53431.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Talagante,Chile,7/31/2011,polymerase PB1 [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53432.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Talagante,Chile,7/31/2011,polymerase PB2 [Influenza A virus (A/Santiago/p19d1/2011(H1N1))]
AIE53435.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Puente Alto,Chile,8/29/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p10d1/2011(H1N1))]
AIE53436.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Puente Alto,Chile,8/29/2011,nuclear export protein [Influenza A virus (A/Santiago/p10d1/2011(H1N1))]
AIE53437.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Santiago,Chile,8/17/2011,matrix protein 1 [Influenza A virus (A/Santiago/p15d2/2011(H1N1))]
AIE53438.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Santiago,Chile,8/17/2011,matrix protein 2 [Influenza A virus (A/Santiago/p15d2/2011(H1N1))]
AIE53440.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Santiago,Chile,8/17/2011,polymerase PB2 [Influenza A virus (A/Santiago/p15d2/2011(H1N1))]
AIE53441.1,2014-07-13T00:00:00Z,252,N1,7,matrix protein 1,Chile: Cerro Navia,Chile,8/8/2011,matrix protein 1 [Influenza A virus (A/Santiago/p22d1/2011(N1))]
AIE53442.1,2014-07-13T00:00:00Z,97,N1,7,matrix protein 2,Chile: Cerro Navia,Chile,8/8/2011,matrix protein 2 [Influenza A virus (A/Santiago/p22d1/2011(N1))]
AIE53443.1,2014-07-13T00:00:00Z,469,N1,6,neuraminidase,Chile: Cerro Navia,Chile,8/8/2011,neuraminidase [Influenza A virus (A/Santiago/p22d1/2011(N1))]
AIE53444.1,2014-07-13T00:00:00Z,219,N1,8,nonstructural protein 1,Chile: Cerro Navia,Chile,8/8/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p22d1/2011(N1))]
AIE53445.1,2014-07-13T00:00:00Z,121,N1,8,nuclear export protein,Chile: Cerro Navia,Chile,8/8/2011,nuclear export protein [Influenza A virus (A/Santiago/p22d1/2011(N1))]
AIE53446.1,2014-07-13T00:00:00Z,566,H1,4,hemagglutinin,Chile: Puente Alto,Chile,8/5/2011,hemagglutinin [Influenza A virus (A/Santiago/p2d5/2011(H1))]
AIE53447.1,2014-07-13T00:00:00Z,252,H1,7,matrix protein 1,Chile: Puente Alto,Chile,8/5/2011,matrix protein 1 [Influenza A virus (A/Santiago/p2d5/2011(H1))]
AIE53448.1,2014-07-13T00:00:00Z,97,H1,7,matrix protein 2,Chile: Puente Alto,Chile,8/5/2011,matrix protein 2 [Influenza A virus (A/Santiago/p2d5/2011(H1))]
AIE53449.1,2014-07-13T00:00:00Z,759,H1,1,polymerase PB2,Chile: Puente Alto,Chile,8/5/2011,polymerase PB2 [Influenza A virus (A/Santiago/p2d5/2011(H1))]
AIE53450.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Providencia,Chile,8/22/2011,hemagglutinin [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53451.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Providencia,Chile,8/22/2011,matrix protein 1 [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53452.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Providencia,Chile,8/22/2011,matrix protein 2 [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53453.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Providencia,Chile,8/22/2011,neuraminidase [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53454.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Providencia,Chile,8/22/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53455.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Providencia,Chile,8/22/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53456.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Providencia,Chile,8/22/2011,nuclear export protein [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53457.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Providencia,Chile,8/22/2011,PA-X protein [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53458.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Providencia,Chile,8/22/2011,polymerase PA [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53459.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Providencia,Chile,8/22/2011,polymerase PB1 [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53460.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Providencia,Chile,8/22/2011,polymerase PB2 [Influenza A virus (A/Santiago/p13d1/2011(H1N1))]
AIE53461.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Santiago,Chile,8/27/2011,hemagglutinin [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53462.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Santiago,Chile,8/27/2011,matrix protein 1 [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53463.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Santiago,Chile,8/27/2011,matrix protein 2 [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53464.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Santiago,Chile,8/27/2011,neuraminidase [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53465.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Santiago,Chile,8/27/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53466.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Santiago,Chile,8/27/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53467.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Santiago,Chile,8/27/2011,nuclear export protein [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53468.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Santiago,Chile,8/27/2011,PA-X protein [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53469.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Santiago,Chile,8/27/2011,polymerase PA [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53470.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Santiago,Chile,8/27/2011,polymerase PB1 [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53471.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Santiago,Chile,8/27/2011,polymerase PB2 [Influenza A virus (A/Santiago/p9d5/2011(H1N1))]
AIE53472.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Talagante,Chile,8/2/2011,matrix protein 1 [Influenza A virus (A/Santiago/p19d3/2011(H1N1))]
AIE53473.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Talagante,Chile,8/2/2011,matrix protein 2 [Influenza A virus (A/Santiago/p19d3/2011(H1N1))]
AIE53474.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Talagante,Chile,8/2/2011,neuraminidase [Influenza A virus (A/Santiago/p19d3/2011(H1N1))]
AIE53475.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Talagante,Chile,8/2/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p19d3/2011(H1N1))]
AIE53476.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Talagante,Chile,8/2/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p19d3/2011(H1N1))]
AIE53477.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Talagante,Chile,8/2/2011,nuclear export protein [Influenza A virus (A/Santiago/p19d3/2011(H1N1))]
AIE53478.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Providencia,Chile,8/23/2011,hemagglutinin [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53479.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Providencia,Chile,8/23/2011,matrix protein 1 [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53480.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Providencia,Chile,8/23/2011,matrix protein 2 [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53481.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Providencia,Chile,8/23/2011,neuraminidase [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53482.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Providencia,Chile,8/23/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53483.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Providencia,Chile,8/23/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53484.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Providencia,Chile,8/23/2011,nuclear export protein [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53485.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Providencia,Chile,8/23/2011,PA-X protein [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53486.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Providencia,Chile,8/23/2011,polymerase PA [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53487.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Providencia,Chile,8/23/2011,polymerase PB1 [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53488.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Providencia,Chile,8/23/2011,polymerase PB2 [Influenza A virus (A/Santiago/p13d2/2011(H1N1))]
AIE53489.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Santiago,Chile,8/16/2011,hemagglutinin [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53490.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Santiago,Chile,8/16/2011,matrix protein 1 [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53491.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Santiago,Chile,8/16/2011,matrix protein 2 [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53492.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Santiago,Chile,8/16/2011,neuraminidase [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53493.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Santiago,Chile,8/16/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53494.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Santiago,Chile,8/16/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53495.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Santiago,Chile,8/16/2011,nuclear export protein [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53496.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Santiago,Chile,8/16/2011,PA-X protein [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53497.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Santiago,Chile,8/16/2011,polymerase PA [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53498.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Santiago,Chile,8/16/2011,polymerase PB1 [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53499.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Santiago,Chile,8/16/2011,polymerase PB2 [Influenza A virus (A/Santiago/p15d1/2011(H1N1))]
AIE53501.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Antofagasta,Chile,8/22/2011,matrix protein 1 [Influenza A virus (A/Santiago/p3d7/2011(H1N1))]
AIE53502.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Antofagasta,Chile,8/22/2011,matrix protein 2 [Influenza A virus (A/Santiago/p3d7/2011(H1N1))]
AIE53508.1,2014-07-13T00:00:00Z,252,N1,7,matrix protein 1,Chile: Providencia,Chile,8/26/2011,matrix protein 1 [Influenza A virus (A/Santiago/p13d5/2011(H1N1))]
AIE53509.1,2014-07-13T00:00:00Z,97,N1,7,matrix protein 2,Chile: Providencia,Chile,8/26/2011,matrix protein 2 [Influenza A virus (A/Santiago/p13d5/2011(H1N1))]
AIE53510.1,2014-07-13T00:00:00Z,469,N1,6,neuraminidase,Chile: Providencia,Chile,8/26/2011,neuraminidase [Influenza A virus (A/Santiago/p13d5/2011(H1N1))]
AIE53511.1,2014-07-13T00:00:00Z,498,N1,5,nucleocapsid protein,Chile: Providencia,Chile,8/26/2011,nucleocapsid protein [Influenza A virus (A/Santiago/p13d5/2011(H1N1))]
AIE53512.1,2014-07-13T00:00:00Z,219,N1,8,nonstructural protein 1,Chile: Providencia,Chile,8/26/2011,nonstructural protein 1 [Influenza A virus (A/Santiago/p13d5/2011(H1N1))]
